Persona_Id,Tipo_Persona_Id,Sucursal_Oficial,Zona_Oficial,Territorio_Oficial,Sexo,Estdo_Civil,Pais,Provincia,Profesion,LEGALES97,LEGALES98,LEGALES998,Convenio_Desc,Dependencia_Principal_Id,Categoria_Laboral,Dependencia_Desc,Ind_Vto_Min_Dia_Acred_Haberes,Ind_Vto_Max_Dia_Acred_Haberes,Renueva_Contrato,Segmento_Convenio_Id,Segmento_Convenio_Desc,Tipo_Convenio_Segmento_Id,Grupo_Segmento,Comportamiento_Credito_Id,Ultimo_Grupo_Segmento,Preembozo_VI,Preembozo_MA,Preembozo_AM,Producto_VI,Producto_MA,Producto_AM,Paquete_VI,Paquete_MA,Paquete_AM,Grupo_Afinidad_VI,Grupo_Afinidad_MA,Grupo_Afinidad_AM,Tipo_Pago_VI,Tipo_Pago_MA,Tipo_Pago__AM,Forma_Pago_VI,Forma_Pago_MA,Forma_Pago_AM,UPG_VISA_12,UPG_AMEX_12,UPG_MASTER_12,UPG_VISA_6,UPG_AMEX_6,UPG_MASTER_6,RUBRO_DE_MAYOR_CONS_TC,RUBRO_DE_MAYOR_CONS_TC_3,RUBRO_DE_MAYOR_CONS_TC_6,RUBRO_DE_MAYOR_CONS_TC_12,Ind_Precancelacion_PPE,CANCELA_PPE,Ind_Precancelacion_PHI,CANCELA_PHI,Fecha_Vto_PPR_Id,Ind_Precancelacion_PPR,CANCELA_PPR,PATAGONIA_ANTICIPO,UTILIZA_ADELANTO_CA,RUBRO_DE_MAYOR_CONS_TD,RUBRO_DE_MAYOR_CONS_TD_3,RUBRO_DE_MAYOR_CONS_TD_6,RUBRO_DE_MAYOR_CONS_TD_12,CARTERA,EXCLUSION,SEGMENTO,SCORECARD,Situacion_BCRA_Max_6_T,MODA_SIT_1,MODA_SIT_3,MODA_SIT_6,MODA_SIT_12,tend_monto_3_signo,tend_monto_6_signo,tend_monto_12_signo,tend_Q_3_s_signo,tend_Q_6_s_signo,tend_Q_12_s_signo,TIPO_CARTERA,VINCULACION,Status
CU 0800111375514,F,264-Choele Choel,Alto Valle,-1.000000,M,D,ARGENTINA,RIO NEGRO,OTROS,0.000000,0.000000,0.000000,INSTITUTO PROVINCIAL DEL SEGUR,01,,IPROSS,S,N,N,WW,Organismos Publicos,ORG,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,1.000000,SUPERMERCADOS,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111379355,F,207-Parana,Rosario,-1.000000,M,C,ARGENTINA,ENTRE RIOS,JUBIL./PENS.,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800111384676,F,119-Once,Macrocentro,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,119,,SUCURSAL ONCE,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,0.000000,AUTOMOVIL,INDUMENTARIA,OTROS,INDUMENTARIA,PS,SIN UTILIZACION,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111391168,F,044-Villa Ballester,AMBA Oeste,-1.000000,F,C,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,S,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,NO CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111396626,F,208-Resistencia,NEA,-1.000000,F,V,ARGENTINA,CHACO,AMA DE CASA,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,9649,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,,,,,,,CG,SIN UTILIZACION,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111397966,F,010-Casa Central,Microcentro,-1.000000,F,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111399182,F,049-Dardo Rocha,Panamericana,-1.000000,F,V,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,049,,DARDO ROCHA,S,S,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5892,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,U,I,I,U,-1,-1,-1,-1,,,,,,,,1.000000,1.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111399637,F,119-Once,Macrocentro,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,RELAC.DEPENDEN.,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago minimo,-1,-1,Pago minimo de caja de ahorro,-1,-1,U,I,I,U,I,I,OTROS,INDUMENTARIA,INDUMENTARIA,HOGAR_ELECTRO,,,,,,,,0.000000,0.000000,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,HOGAR_ELECTRO,CG,OK,MA,NO CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111400429,F,160-Lavalle,Microcentro,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,1,1,,,,,,,CG,CG,0.000000
CU 0800111402974,F,229-Trelew,Austral,-1.000000,F,C,ARGENTINA,CHUBUT,AMA DE CASA,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,229,,SURUSAL TRELEW,S,S,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,Publico,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111403344,F,053-Bahia Blanca,Viedma,-1.000000,M,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,UNIV. NAC. DEL SUR,1,ASISTENTE,1,S,S,N,UW,Universidades,UNI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,SIN UTILIZACION,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111408423,F,101-Caballito,Macrocentro,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,RELAC.DEPENDEN.,0.000000,0.000000,0.000000,CLUB FERRO CARRIL OESTE,101,EMPLEADO,CLUB FERRO CARRIL OESTE,S,S,-1,PY,Pyme,PYME,Privado,,Privado,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,0.000000,,,,,PS,SIN UTILIZACION,Privado,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111409275,F,344-Berazategui,AMBA Sur,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800111409499,F,131-Quilmes,AMBA Sur,-1.000000,F,C,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,131,,SUCURSAL QUILMES CENTRO,S,N,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,1.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,,,1,1,,,,,,,PS,PS,0.000000
CU 0800111410885,F,018-Beiro,AMBA Oeste,-1.000000,M,C,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,2603,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,AUTOMOVIL,SUPERMERCADOS,OTROS,OTROS,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111412347,F,105-Tapiales,AMBA Oeste,-1.000000,F,V,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,105,,TAPIALES,N,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5892,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,D,I,I,D,-1,-1,-1,-1,NO,0.000000,NO,0.000000,,NO,0.000000,1.000000,1.000000,AUTOMOVIL,OTROS,OTROS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,1.000000
CU 0800111418116,F,263-El Bolsón,Cordillera,-1.000000,M,C,ARGENTINA,RIO NEGRO,JUBIL./PENS.,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111423716,F,104-Mataderos,AMBA Oeste,-1.000000,F,C,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,104,,SUCURSAL MATADEROS,S,N,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,,,,,PS,SIN UTILIZACION,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800111424278,F,160-Lavalle,Microcentro,-1.000000,M,C,ARGENTINA,SANTA CRUZ,RELAC.DEPENDEN.,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,0,-1,VISA GOLD,MASTERCARD GOLD,-1,No Aplica,No Aplica,-1,4509,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111427588,F,144-Martinez,Panamericana,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,144,,SUC MARTINEZ,S,N,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,AUTOMOVIL,HOGAR_DECO,HOGAR_DECO,OTROS,PS,SIN UTILIZACION,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111431029,F,212-Neuquen,Alto Valle,-1.000000,F,C,ARGENTINA,NEUQUEN,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,212,,NEUQUEN,N,N,N,JW,Jubilados,JUBI,Público,,Público,0,-1,0,VISA GOLD,-1,AMEX GOLD,No Aplica,-1,No Aplica,4509,-1,4509,Pago minimo,-1,Pago minimo,Pago minimo de caja de ahorro,-1,Pago minimo de caja de ahorro,I,I,I,I,I,I,OTROS,OTROS,INDUMENTARIA,SUPERMERCADOS,,,,,,,,1.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,CG,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111433361,F,333-Ramos Mejia,AMBA Oeste,-1.000000,F,C,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,333,,RAMOS MEJIA,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,U,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,SUPERMERCADOS,HOGAR_ELECTRO,,,,,,,,1.000000,0.000000,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111437532,F,104-Mataderos,AMBA Oeste,-1.000000,F,C,ARGENTINA,BUENOS AIRES,IND.COMERCIANTE,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,9789,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,U,I,I,I,I,I,INDUMENTARIA,INDUMENTARIA,HOGAR_DECO,HOGAR_DECO,,,,,,,,0.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,,OK,,CURRENT,0.000000,1,1,1,1,,,,,,,CG,CG,1.000000
CU 0800111441245,F,278-Roca Centro,Alto Valle,-1.000000,F,S,ARGENTINA,RIO NEGRO,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,278,,ROCA CENTRO,N,N,N,JW,Jubilados,JUBI,Público,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,1.000000,,,,,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111441328,F,278-Roca Centro,Alto Valle,-1.000000,F,V,ARGENTINA,RIO NEGRO,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,278,,ROCA CENTRO,S,N,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,0.000000,NO,0.000000,,NO,0.000000,1.000000,0.000000,,,,,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111445506,F,360-Orono,Rosario,-1.000000,F,S,ARGENTINA,SANTA FE,MEDICO,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA PLATINUM,-1,-1,No Aplica,-1,-1,4509,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111450349,F,030-Libertador,Macrocentro,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,030,,SUCURSAL BAJO BELGRANO,N,N,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,PS,SIN UTILIZACION,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800111451678,F,080-Rosario,Rosario,-1.000000,F,V,ARGENTINA,SANTA FE,RELAC.DEPENDEN.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,080,,ROSARIO,N,N,N,JW,Jubilados,JUBI,Público,,Público,1,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,2603,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,HOGAR_DECO,,,,,,,,1.000000,0.000000,,,,,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111453640,F,203-Santa Fe,Rosario,-1.000000,F,S,ARGENTINA,SANTA FE,OTROS,0.000000,0.000000,0.000000,PASIVOS PNA,904000-SAFE,01,PREFECTURA SANTA FE,S,N,N,SW,Fuerzas de Seguridad,FFSS,Público,R,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,SUPERMERCADOS,PS,SIN PROD CRED,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111454046,F,103-Boedo,AMBA Sur,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,REG NAC PERSONAS,CHUTRO,06,CHUTRO,N,N,N,-1,Sin Informar,-1,Sin Informar,V,Público,0,1,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,6998,-1,Pago total,Pago minimo,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,U,I,I,U,I,I,AUTOMOVIL,HOGAR_ELECTRO,HOGAR_ELECTRO,HOGAR_ELECTRO,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111454485,F,358-Puerto Madero,Microcentro,-1.000000,F,V,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,358,,PUERTO MADERO,N,N,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,CG,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111455225,F,315-Barracas,AMBA Sur,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,315,,SUCURSAL BARRACAS,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,SIN UTILIZACION,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111455975,F,142-Lanus Oeste,AMBA Sur,-1.000000,M,C,ARGENTINA,BUENOS AIRES,RELAC.DEPENDEN.,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,7901,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,TURISMO,TURISMO,SUPERMERCADOS,SUPERMERCADOS,,,,,,,,,,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111457458,F,303-Cipolletti Esmeralda,Alto Valle,-1.000000,F,C,ARGENTINA,RIO NEGRO,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,303,,CIPOLLETTI ESMERALDA,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5892,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,U,I,U,U,I,U,INDUMENTARIA,HOGAR_ELECTRO,INDUMENTARIA,INDUMENTARIA,,,,,,,,1.000000,0.000000,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111457923,F,105-Tapiales,AMBA Oeste,-1.000000,F,C,ARGENTINA,BUENOS AIRES,EMP.EMP.PRIVADA,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,105,,TAPIALES,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5892,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,0.000000,OTROS,OTROS,OTROS,OTROS,PS,OK,Publico,CURRENT,,,,1,1,,,,,,,PS,PS,0.000000
CU 0800111457965,F,105-Tapiales,AMBA Oeste,-1.000000,M,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,9684,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,OTROS,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111464549,F,218-Corrientes,NEA,-1.000000,F,S,ARGENTINA,CORRIENTES,OTROS,0.000000,0.000000,0.000000,SERV PENIT FED RETIRADOS Y PEN,3470,34C,.,N,N,N,-1,Sin Informar,-1,Sin Informar,R,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800111468726,F,278-Roca Centro,Alto Valle,-1.000000,F,S,ARGENTINA,RIO NEGRO,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,278,,ROCA CENTRO,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,0,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,U,I,I,U,-1,-1,-1,-1,,,,,,,,1.000000,0.000000,HOGAR_ELECTRO,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,PS,SIN UTILIZACION,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800111472050,F,216-Salta,NOA,-1.000000,M,S,ARGENTINA,SALTA,OTROS,0.000000,0.000000,0.000000,MUPIM,52,,DELAGACION SALTA,S,S,-1,FW,Fuerzas Armadas,FFAA,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5892,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,U,I,I,U,I,I,AUTOMOVIL,AUTOMOVIL,HOGAR_ELECTRO,HOGAR_ELECTRO,,,,,,,,1.000000,0.000000,OTROS,OTROS,OTROS,OTROS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111476460,F,211-Tucuman,NOA,-1.000000,M,S,ARGENTINA,TUCUMAN,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111477031,F,146-Clinicas,Macrocentro,-1.000000,F,C,ARGENTINA,CAPITAL FEDERAL,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,146,,SUCURSAL BARRIO NORTE,S,N,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,OTROS,OTROS,INDUMENTARIA,INDUMENTARIA,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111477416,F,115-Paseo Colon,Microcentro,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,AMA DE CASA,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111478205,F,010-Casa Central,Microcentro,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
