Sucursal_Oficial,Sueldo_Normalizado
"010-Casa Central",43610
"263-El Bolsón",18408
"045-San Nicolas",20125
"100-Microcentro",45696
"287-Punta Alta",20850
"255-Bariloche",26267
"207-Parana",8445
"351-M del Plata-Luro",24870
"103-Boedo",28059
"250-Viedma",44085
"229-Trelew",50278
"080-Rosario",7537
"252-S. Antonio Oeste",133659
"288-Puerto Madryn",28283
"264-Choele Choel",15887
"220-Gral. Roca",26011
"278-Roca Centro",23270
"043-Tigre",14330
"293-Calafate",12275
"278-Roca Centro",27782
"261-Ing. Jacobacci",24363
"273-V. La Angostura",29806
"220-Gral. Roca",41645
"264-Choele Choel",18113
"252-S. Antonio Oeste",33485
"278-Roca Centro",72041
"147-Cabildo",7210
"253-Villa Regina",3822
"273-V. La Angostura",18073
"210-San Juan",4000
"160-Lavalle",49267
"119-Once",26747
"056-Pueyrredon",18815
"297-Comodoro Industrial",38801
"259-General Conesa",37519
"362-RAWSON",38083
"252-S. Antonio Oeste",27739
"147-Cabildo",26106
"267-Puerto Deseado",78985
"296-Rosario Sur",7100
"250-Viedma",14464
"701-ALTA RENTA PERON",99351
"293-Calafate",7960
"287-Punta Alta",44006
"376-Dep.Bridgestone Argentina",56109
"250-Viedma",20220
"044-Villa Ballester",5904
"236-Liniers",71802
"070-Cordoba",61808
"080-Rosario",12152
"316-Belgrano",11570
"147-Cabildo",12932
"227-Jujuy",17058
"297-Comodoro Industrial",81672
"261-Ing. Jacobacci",14760
"265-Allen",43752
"220-Gral. Roca",22657
"278-Roca Centro",65614
"278-Roca Centro",48771
"278-Roca Centro",44541
"017-Palermo",19127
"070-Cordoba",14012
"292-Bariloche Onelli",22293
"334-San Rafael",62174
"253-Villa Regina",40108
"250-Viedma",39773
"250-Viedma",18174
"263-El Bolsón",36660
"250-Viedma",47992
"299-Viedma Centro",29939
"264-Choele Choel",26793
"264-Choele Choel",44479
"250-Viedma",29441
"044-Villa Ballester",17612
"354-Rafaela",33210
"160-Lavalle",25769
"119-Once",29702
"043-Tigre",48144
"117-Malabia",40390
"265-Allen",78141
"223-Rio Gallegos",32616
"251-Cipolletti",55634
"251-Cipolletti",16174
"265-Allen",35604
"220-Gral. Roca",24390
"265-Allen",22577
"265-Allen",18208
"361-Carmen de Patagones",20145
"312-Avenida Callao",43413
"119-Once",5833
"292-Bariloche Onelli",22334
"292-Bariloche Onelli",32160
"010-Casa Central",19494
"292-Bariloche Onelli",17160
"351-M del Plata-Luro",46850
"292-Bariloche Onelli",17311
"255-Bariloche",53661
"217-Cdoro Rivadavia",36346
"253-Villa Regina",35039
"229-Trelew",31206
"252-S. Antonio Oeste",67511
"258-Río Colorado",3771
"258-Río Colorado",28616
"258-Río Colorado",27053
"251-Cipolletti",7105
"147-Cabildo",7311
"251-Cipolletti",7734
"220-Gral. Roca",50765
"147-Cabildo",5207
"361-Carmen de Patagones",32539
"361-Carmen de Patagones",32761
"255-Bariloche",39337
"250-Viedma",2880
"315-Barracas",26080
"147-Cabildo",14053
"163-Zarate",17187
"147-Cabildo",17239
"001-Areas Centrales",12554
"701-ALTA RENTA PERON",205356
"292-Bariloche Onelli",10692
"119-Once",25423
"103-Boedo",29451
"070-Cordoba",15776
"048-Lomas de Zamora",49677
"100-Microcentro",7579
"230-Ushuaia",25290
"211-Tucuman",21934
"252-S. Antonio Oeste",43492
"116-Olleros",6927
"022-Flores",42962
"080-Rosario",21367
"297-Comodoro Industrial",5016
"256-Cinco Saltos",39053
"252-S. Antonio Oeste",27658
"356-Chilecito",10211
"053-Bahia Blanca",18858
"701-ALTA RENTA PERON",139515
"701-ALTA RENTA PERON",40852
"316-Belgrano",111427
"070-Cordoba",186614
"292-Bariloche Onelli",40708
"223-Rio Gallegos",24566
"267-Puerto Deseado",5647
"143-San Miguel",40317
"355-C. de las Rosas",25000
"250-Viedma",102206
"250-Viedma",144110
"264-Choele Choel",5827
"278-Roca Centro",35168
"220-Gral. Roca",22818
"220-Gral. Roca",22641
"220-Gral. Roca",11234
"220-Gral. Roca",24518
"220-Gral. Roca",67784
"701-ALTA RENTA PERON",40000
"317-Calle Tucuman",16385
"278-Roca Centro",80293
"251-Cipolletti",71206
"100-Microcentro",10000
"294-Sierra Grande",14473
"278-Roca Centro",27148
"024-P. Centenario",1207
"147-Cabildo",17483
"288-Puerto Madryn",31250
"145-San Martin",8788
"278-Roca Centro",56884
"217-Cdoro Rivadavia",37059
"261-Ing. Jacobacci",31209
"361-Carmen de Patagones",69006
"255-Bariloche",33901
"001-Areas Centrales",7076
"200-Congreso",59233
"030-Libertador",11627
"220-Gral. Roca",13543
"267-Puerto Deseado",76261
"263-El Bolsón",37260
"292-Bariloche Onelli",106730
"263-El Bolsón",12225
"261-Ing. Jacobacci",14866
"264-Choele Choel",63166
"361-Carmen de Patagones",8354
"043-Tigre",54452
"144-Martinez",23059
"230-Ushuaia",12791
"265-Allen",14682
"351-M del Plata-Luro",41920
"255-Bariloche",5397
"030-Libertador",20177
"041-Munro",17894
"252-S. Antonio Oeste",10533
"299-Viedma Centro",41466
"107-Villa Devoto",15500
"119-Once",7365
"010-Casa Central",12840
"018-Beiro",69733
"101-Caballito",32995
"147-Cabildo",15554
"255-Bariloche",23782
"361-Carmen de Patagones",18198
"253-Villa Regina",8525
"220-Gral. Roca",29202
"278-Roca Centro",101239
"220-Gral. Roca",45587
"250-Viedma",7434
"220-Gral. Roca",21236
"278-Roca Centro",129362
"217-Cdoro Rivadavia",10352
"217-Cdoro Rivadavia",20908
"383-Alto Bariloche",6123
"250-Viedma",20099
"250-Viedma",42917
"250-Viedma",23238
"250-Viedma",39868
"258-Río Colorado",27177
"250-Viedma",21688
"250-Viedma",98776
"250-Viedma",45738
"299-Viedma Centro",33101
"250-Viedma",38032
"257-Catriel",21662
"212-Neuquen",30802
"044-Villa Ballester",34999
"024-P. Centenario",1377
"236-Liniers",8622
"100-Microcentro",37439
"264-Choele Choel",58076
"208-Resistencia",147176
"056-Pueyrredon",44904
"001-Areas Centrales",6150
"210-San Juan",10377
"290-Mar del Plata Pu",24000
"217-Cdoro Rivadavia",40800
"278-Roca Centro",13921
"230-Ushuaia",20335
"251-Cipolletti",46887
"250-Viedma",72255
"010-Casa Central",31000
"206-La Plata",13662
"351-M del Plata-Luro",25219
"357-Tres Arroyos",18317
"042-San Justo",27925
"147-Cabildo",16295
"267-Puerto Deseado",208022
"250-Viedma",22866
"329-Panamericana",6847
"312-Avenida Callao",26195
"250-Viedma",33498
"301-Neuquen Sur",60175
"265-Allen",20771
"251-Cipolletti",17116
"292-Bariloche Onelli",71152
"230-Ushuaia",17680
"258-Río Colorado",15142
"251-Cipolletti",38164
"223-Rio Gallegos",57883
"263-El Bolsón",50280
"264-Choele Choel",42683
"303-Cipolletti Esmeralda",18402
"211-Tucuman",15313
"369-Pilar Industrial",46498
"251-Cipolletti",20204
"263-El Bolsón",32059
"029-Villa Urquiza",25000
"253-Villa Regina",38869
"253-Villa Regina",67216
"250-Viedma",15550
"252-S. Antonio Oeste",14226
"316-Belgrano",14703
"257-Catriel",56010
"252-S. Antonio Oeste",25140
"361-Carmen de Patagones",34976
"115-Paseo Colon",58659
"292-Bariloche Onelli",27034
"292-Bariloche Onelli",44761
"001-Areas Centrales",21649
"250-Viedma",67569
"042-San Justo",76675
"264-Choele Choel",23886
"358-Puerto Madero",21145
"315-Barracas",22354
"339-Tortuguitas",26407
"160-Lavalle",84000
"049-Dardo Rocha",25000
"024-P. Centenario",35689
"057-Pilar",27321
"220-Gral. Roca",59786
"341-Villa María",18938
"383-Alto Bariloche",53851
"220-Gral. Roca",14671
"220-Gral. Roca",8378
"220-Gral. Roca",9313
"257-Catriel",14479
"051-Escobar",12000
"300-Mendoza Barrio Civico",77780
"258-Río Colorado",14819
"105-Tapiales",20513
"250-Viedma",27061
"145-San Martin",20328
"701-ALTA RENTA PERON",68867
"250-Viedma",28675
"250-Viedma",83446
"133-Av.Entre Rios",23730
"292-Bariloche Onelli",84580
"252-S. Antonio Oeste",21632
"221-La Rioja",1337
"221-La Rioja",44938
"221-La Rioja",24453
"163-Zarate",9130
"057-Pilar",21383
"294-Sierra Grande",11700
"301-Neuquen Sur",17397
"145-San Martin",23136
"344-Berazategui",11807
"220-Gral. Roca",42366
"042-San Justo",20105
"299-Viedma Centro",33138
"299-Viedma Centro",11190
"250-Viedma",14895
"250-Viedma",22957
"210-San Juan",34807
"220-Gral. Roca",21824
"294-Sierra Grande",30198
"217-Cdoro Rivadavia",40585
"267-Puerto Deseado",55107
"357-Tres Arroyos",7000
"257-Catriel",47071
"351-M del Plata-Luro",7918
"323-Barrio Norte",83424
"255-Bariloche",42025
"255-Bariloche",28691
"292-Bariloche Onelli",34356
"383-Alto Bariloche",25134
"020-Abasto",16751
"057-Pilar",14330
"220-Gral. Roca",37033
"147-Cabildo",14846
"147-Cabildo",20540
"250-Viedma",17693
"287-Punta Alta",14766
"256-Cinco Saltos",28295
"383-Alto Bariloche",22091
"207-Parana",40227
"147-Cabildo",17765
"263-El Bolsón",19176
"203-Santa Fe",17600
"001-Areas Centrales",8002
"278-Roca Centro",39595
"292-Bariloche Onelli",11850
"251-Cipolletti",13999
"275-Esquel",30941
"229-Trelew",29157
"250-Viedma",71969
"250-Viedma",27375
"250-Viedma",18632
"250-Viedma",11203
"250-Viedma",25946
"363-PLOTTIER",54038
"250-Viedma",28818
"144-Martinez",51446
"329-Panamericana",26791
"326-San Isidro",28333
"045-San Nicolas",19251
"045-San Nicolas",34437
"302-Vicente López",13022
"339-Tortuguitas",36987
"292-Bariloche Onelli",58267
"250-Viedma",44236
"048-Lomas de Zamora",10000
"267-Puerto Deseado",22795
"224-Catamarca",26876
"119-Once",23438
"308-Suc. La Plata - Calle 44",31055
"297-Comodoro Industrial",103320
"147-Cabildo",14448
"023-Irigoyen",13626
"379-San Lorenzo",17517
"357-Tres Arroyos",16358
"212-Neuquen",29753
"383-Alto Bariloche",17217
"143-San Miguel",16125
"253-Villa Regina",50416
"252-S. Antonio Oeste",15818
"275-Esquel",58967
"257-Catriel",25630
"257-Catriel",18743
"001-Areas Centrales",18370
"200-Congreso",62455
"145-San Martin",15764
"253-Villa Regina",10052
"160-Lavalle",24723
"101-Caballito",22754
"107-Villa Devoto",7148
"112-Alvarez Jonte",22831
"309-Suc. Paso de los Libres",8138
"292-Bariloche Onelli",23720
"256-Cinco Saltos",2515
"023-Irigoyen",13967
"070-Cordoba",91220
"070-Cordoba",52804
"329-Panamericana",130095
"265-Allen",30000
"144-Martinez",22527
"047-Haedo",17801
"251-Cipolletti",79920
"250-Viedma",35870
"283-Tandil",28533
"371-Colonia Caroya",15693
"160-Lavalle",62690
"221-La Rioja",7260
"080-Rosario",7964
"024-P. Centenario",42601
"255-Bariloche",27890
"299-Viedma Centro",11296
"057-Pilar",46289
"230-Ushuaia",20248
"315-Barracas",80347
"250-Viedma",130131
"299-Viedma Centro",51245
"252-S. Antonio Oeste",12638
"299-Viedma Centro",21297
"263-El Bolsón",17039
"311-Almagro",28433
"001-Areas Centrales",14494
"323-Barrio Norte",33215
"316-Belgrano",30000
"221-La Rioja",58399
"264-Choele Choel",45666
"251-Cipolletti",10499
"057-Pilar",20740
"264-Choele Choel",41270
"030-Libertador",15250
"070-Cordoba",8258
"105-Tapiales",41169
"057-Pilar",37055
"223-Rio Gallegos",68287
"329-Panamericana",15639
"289-Rincon de los Sa",42207
"023-Irigoyen",30605
"253-Villa Regina",39687
"253-Villa Regina",28444
"045-San Nicolas",14591
"326-San Isidro",15626
"250-Viedma",47670
"200-Congreso",7125
"308-Suc. La Plata - Calle 44",21112
"274-SM.de los Andes",39195
"309-Suc. Paso de los Libres",0
"272-Caleta Olivia",40107
"285-Formosa",20105
"264-Choele Choel",35287
"267-Puerto Deseado",53447
"326-San Isidro",18649
"333-Ramos Mejia",9386
"278-Roca Centro",33776
"220-Gral. Roca",7431
"250-Viedma",21710
"278-Roca Centro",55815
"107-Villa Devoto",11074
"057-Pilar",11366
"315-Barracas",19353
"147-Cabildo",18652
"024-P. Centenario",13274
"348-Caseros",29333
"252-S. Antonio Oeste",13172
"261-Ing. Jacobacci",14198
"250-Viedma",13873
"024-P. Centenario",10082
"046-Avellaneda",23115
"361-Carmen de Patagones",38012
"057-Pilar",1888
"208-Resistencia",349085
"053-Bahia Blanca",20155
"253-Villa Regina",35828
"292-Bariloche Onelli",15371
"257-Catriel",116882
"145-San Martin",13353
"147-Cabildo",15312
"293-Calafate",16055
"212-Neuquen",50260
"147-Cabildo",19664
"220-Gral. Roca",15857
"292-Bariloche Onelli",20854
"283-Tandil",55881
"227-Jujuy",24018
"207-Parana",12515
"339-Tortuguitas",45332
"256-Cinco Saltos",15778
"224-Catamarca",18698
"317-Calle Tucuman",21506
"252-S. Antonio Oeste",11385
"383-Alto Bariloche",30403
"351-M del Plata-Luro",16984
"221-La Rioja",9820
"265-Allen",20565
"264-Choele Choel",26341
"251-Cipolletti",21521
"221-La Rioja",10200
"300-Mendoza Barrio Civico",101475
"250-Viedma",14052
"210-San Juan",15714
"263-El Bolsón",48481
"147-Cabildo",21296
"272-Caleta Olivia",46853
"366-Coronel Suarez",14239
"292-Bariloche Onelli",32021
"224-Catamarca",16395
"251-Cipolletti",33000
"252-S. Antonio Oeste",49766
"263-El Bolsón",33891
"351-M del Plata-Luro",14967
"250-Viedma",53827
"312-Avenida Callao",33099
"263-El Bolsón",46692
"265-Allen",18237
"256-Cinco Saltos",34897
"043-Tigre",67343
"100-Microcentro",19486
"018-Beiro",68166
"316-Belgrano",200772
"220-Gral. Roca",31182
"376-Dep.Bridgestone Argentina",23650
"251-Cipolletti",137561
"261-Ing. Jacobacci",4596
"278-Roca Centro",27977
"220-Gral. Roca",15561
"220-Gral. Roca",16747
"299-Viedma Centro",32822
"250-Viedma",37352
"250-Viedma",18234
"250-Viedma",73981
"299-Viedma Centro",26006
"299-Viedma Centro",50124
"281-Rio Grande",56100
"264-Choele Choel",32862
"255-Bariloche",27366
"383-Alto Bariloche",13741
"255-Bariloche",37063
"107-Villa Devoto",167364
"105-Tapiales",43767
"024-P. Centenario",30755
"250-Viedma",46663
"255-Bariloche",42784
"311-Almagro",25005
"070-Cordoba",12407
"221-La Rioja",35250
"261-Ing. Jacobacci",20480
"296-Rosario Sur",54173
"146-Clinicas",59670
"257-Catriel",16572
"257-Catriel",4345
"257-Catriel",18462
"326-San Isidro",34003
"250-Viedma",38091
"080-Rosario",26710
"312-Avenida Callao",1800
"142-Lanus Oeste",55604
"251-Cipolletti",22204
"252-S. Antonio Oeste",36093
"070-Cordoba",32608
"250-Viedma",44113
"221-La Rioja",16780
"221-La Rioja",67408
"046-Avellaneda",5371
"251-Cipolletti",4042
"261-Ing. Jacobacci",41828
"057-Pilar",31710
"316-Belgrano",18685
"292-Bariloche Onelli",19287
"060-Mendoza",25000
"259-General Conesa",17578
"259-General Conesa",15743
"333-Ramos Mejia",29823
"258-Río Colorado",27957
"253-Villa Regina",22001
"147-Cabildo",16913
"274-SM.de los Andes",8339
"080-Rosario",27536
"221-La Rioja",17377
"210-San Juan",13943
"147-Cabildo",23329
"701-ALTA RENTA PERON",23000
"295-Moreno",43695
"147-Cabildo",14962
"361-Carmen de Patagones",14970
"361-Carmen de Patagones",32553
"250-Viedma",25908
"017-Palermo",31014
"265-Allen",33801
"281-Rio Grande",18881
"255-Bariloche",38121
"258-Río Colorado",69124
"160-Lavalle",64414
"264-Choele Choel",47162
"112-Alvarez Jonte",200058
"053-Bahia Blanca",52003
"001-Areas Centrales",27787
"341-Villa María",14312
"292-Bariloche Onelli",42172
"070-Cordoba",26212
"147-Cabildo",15245
"351-M del Plata-Luro",23803
"147-Cabildo",18148
"147-Cabildo",12852
"257-Catriel",99299
"263-El Bolsón",57787
"383-Alto Bariloche",34054
"383-Alto Bariloche",13285
"115-Paseo Colon",23674
"010-Casa Central",31299
"221-La Rioja",2751
"221-La Rioja",28122
"701-ALTA RENTA PERON",67433
"220-Gral. Roca",6680
"253-Villa Regina",4705
"250-Viedma",56295
"220-Gral. Roca",9150
"220-Gral. Roca",3622
"250-Viedma",39435
"220-Gral. Roca",10730
"220-Gral. Roca",31197
"010-Casa Central",32685
"293-Calafate",20131
"212-Neuquen",24500
"256-Cinco Saltos",33640
"351-M del Plata-Luro",72740
"263-El Bolsón",24846
"263-El Bolsón",22079
"263-El Bolsón",19170
"255-Bariloche",20149
"229-Trelew",23769
"142-Lanus Oeste",22883
"221-La Rioja",2762
"317-Calle Tucuman",48309
"227-Jujuy",36619
"001-Areas Centrales",6360
"381-Jose C. Paz",13202
"205-Mar del Plata",15281
"267-Puerto Deseado",25756
"147-Cabildo",11405
"026-Villa Luro",17825
"255-Bariloche",6000
"143-San Miguel",19440
"250-Viedma",107435
"250-Viedma",29094
"250-Viedma",18022
"263-El Bolsón",19142
"147-Cabildo",12521
"333-Ramos Mejia",34930
"250-Viedma",6330
"206-La Plata",16304
"253-Villa Regina",17796
"292-Bariloche Onelli",17701
"383-Alto Bariloche",21790
"255-Bariloche",23692
"250-Viedma",89696
"299-Viedma Centro",7836
"252-S. Antonio Oeste",13430
"250-Viedma",28558
"250-Viedma",3149
"250-Viedma",12630
"299-Viedma Centro",98654
"250-Viedma",22249
"299-Viedma Centro",19884
"200-Congreso",19976
"133-Av.Entre Rios",25789
"343-Luján",28783
"147-Cabildo",103193
"024-P. Centenario",13157
"057-Pilar",45150
"010-Casa Central",12998
"117-Malabia",1452
"146-Clinicas",3067
"317-Calle Tucuman",29568
"316-Belgrano",132610
"309-Suc. Paso de los Libres",29232
"001-Areas Centrales",12382
"070-Cordoba",108199
"070-Cordoba",57378
"383-Alto Bariloche",22836
"311-Almagro",1042
"100-Microcentro",54545
"010-Casa Central",58661
"220-Gral. Roca",16245
"317-Calle Tucuman",22722
"112-Alvarez Jonte",200143
"147-Cabildo",25656
"147-Cabildo",88299
"298-Ezeiza",61144
"212-Neuquen",55511
"220-Gral. Roca",14665
"042-San Justo",19114
"253-Villa Regina",37134
"265-Allen",30158
"264-Choele Choel",33491
"214-Posadas",23156
"070-Cordoba",37968
"250-Viedma",59295
"160-Lavalle",17793
"147-Cabildo",19517
"070-Cordoba",7709
"264-Choele Choel",19262
"367-Lamarque",34932
"220-Gral. Roca",14012
"220-Gral. Roca",32706
"329-Panamericana",31657
"250-Viedma",34013
"292-Bariloche Onelli",58245
"234-Lanus Este",12001
"383-Alto Bariloche",20740
"255-Bariloche",9717
"146-Clinicas",1225
"252-S. Antonio Oeste",32633
"104-Mataderos",16379
"010-Casa Central",28718
"220-Gral. Roca",32734
"265-Allen",16197
"292-Bariloche Onelli",77809
"106-Botanico",8734
"221-La Rioja",1406
"104-Mataderos",13574
"160-Lavalle",1280
"250-Viedma",49210
"214-Posadas",15324
"292-Bariloche Onelli",100422
"303-Cipolletti Esmeralda",27234
"299-Viedma Centro",24925
"160-Lavalle",19992
"253-Villa Regina",82505
"128-Moron",16496
"070-Cordoba",8313
"250-Viedma",45799
"374-NECOCHEA",28805
"147-Cabildo",17465
"337-Tribunales",17356
"296-Rosario Sur",17391
"100-Microcentro",26233
"355-C. de las Rosas",36387
"070-Cordoba",23575
"289-Rincon de los Sa",93377
"147-Cabildo",30359
"103-Boedo",29619
"234-Lanus Este",20308
"251-Cipolletti",13918
"263-El Bolsón",29502
"701-ALTA RENTA PERON",91669
"236-Liniers",30000
"220-Gral. Roca",31805
"261-Ing. Jacobacci",38234
"250-Viedma",33808
"250-Viedma",31038
"250-Viedma",74011
"147-Cabildo",23202
"251-Cipolletti",10536
"070-Cordoba",64103
"030-Libertador",38251
"251-Cipolletti",26852
"253-Villa Regina",14219
"293-Calafate",17368
"255-Bariloche",33131
"259-General Conesa",57114
"220-Gral. Roca",23385
"361-Carmen de Patagones",34012
"145-San Martin",19892
"361-Carmen de Patagones",14733
"010-Casa Central",19181
"010-Casa Central",12711
"307-Ferreyra",25952
"101-Caballito",26077
"252-S. Antonio Oeste",43122
"145-San Martin",5000
"070-Cordoba",24501
"147-Cabildo",32119
"053-Bahia Blanca",23169
"220-Gral. Roca",31397
"046-Avellaneda",22606
"292-Bariloche Onelli",53804
"053-Bahia Blanca",41346
"329-Panamericana",34426
"383-Alto Bariloche",11806
"250-Viedma",27518
"297-Comodoro Industrial",33143
"264-Choele Choel",51194
"250-Viedma",66823
"259-General Conesa",16953
"147-Cabildo",17731
"220-Gral. Roca",17568
"220-Gral. Roca",58825
"147-Cabildo",9829
"220-Gral. Roca",15328
"263-El Bolsón",71227
